date,max_relative_humidity_v,max_relative_humidity_s,max_relative_humidity_c,max_relative_humidity_d,max_temperature_v,max_temperature_s,max_temperature_c,max_temperature_d,max_wind_speed_v,max_wind_speed_s,max_wind_speed_c,max_wind_speed_d,min_relative_humidity_v,min_relative_humidity_s,min_relative_humidity_c,min_relative_humidity_d,min_temperature_v,min_temperature_s,min_temperature_c,min_temperature_d,min_wind_speed_v,min_wind_speed_s,min_wind_speed_c,min_wind_speed_d,precipitation_v,precipitation_s,precipitation_c,precipitation_d,rain_v,rain_s,rain_c,rain_d,snow_v,snow_s,snow_c,snow_d,snow_on_ground_v,snow_on_ground_s,snow_on_ground_c,snow_on_ground_d,solar_radiation_v,solar_radiation_s,solar_radiation_c,solar_radiation_d
2014-01-01,90.44,2.95,18,"1995-01-01 2012-01-01",-6.04,2.6,18,"1995-01-01 2012-01-01",17.41,2.03,18,"1995-01-01 2012-01-01",73.06,4.26,18,"1995-01-01 2012-01-01",-15.25,3.6,18,"1995-01-01 2012-01-01",5.06,1.72,18,"1995-01-01 2012-01-01",68.08,29.96,17,"1996-01-01 2012-01-01",17.36,22.74,17,"1996-01-01 2012-01-01",66.02,22.95,17,"1996-01-01 2012-01-01",30.6,14.86,15,"1996-01-01 2012-01-01",,,,
2013-12-01,92.39,2.02,18,"1994-12-01 2011-12-01",-2.77,2.39,18,"1994-12-01 2011-12-01",17.35,2.79,18,"1994-12-01 2011-12-01",74.07,3.88,18,"1994-12-01 2011-12-01",-10.49,3.13,18,"1994-12-01 2011-12-01",5.27,1.92,18,"1994-12-01 2011-12-01",88.76,37.64,17,"1995-12-01 2011-12-01",28.71,25.04,17,"1995-12-01 2011-12-01",68.94,38.99,17,"1995-12-01 2011-12-01",16.6,13.29,17,"1995-12-01 2011-12-01",,,,
2013-11-01,92.62,1.83,18,"1994-11-01 2011-11-01",3.76,1.95,18,"1994-11-01 2011-11-01",18.15,3.21,18,"1994-11-01 2011-11-01",68.71,4.05,18,"1994-11-01 2011-11-01",-3.15,2.25,18,"1994-11-01 2011-11-01",5.67,1.88,18,"1994-11-01 2011-11-01",95.87,34.73,17,"1995-11-01 2011-11-01",70.72,37.56,17,"1995-11-01 2011-11-01",22.4,18.15,17,"1995-11-01 2011-11-01",2.4,2.98,15,"1995-11-01 2010-11-01",,,,
2013-10-01,90.76,2.2,18,"1994-10-01 2011-10-01",10.92,1.46,18,"1994-10-01 2011-10-01",18.34,2.72,18,"1994-10-01 2011-10-01",58.87,4.77,18,"1994-10-01 2011-10-01",2.32,1.46,18,"1994-10-01 2011-10-01",5.39,1.68,18,"1994-10-01 2011-10-01",110.91,40.38,17,"1995-10-01 2011-10-01",107.72,41.01,17,"1995-10-01 2011-10-01",2.38,4.95,17,"1995-10-01 2011-10-01",0,0.08,17,"1995-10-01 2011-10-01",,,,
2013-09-01,90.81,2.82,18,"1994-09-01 2011-09-01",18.6,1.55,18,"1994-09-01 2011-09-01",17.76,2.47,18,"1994-09-01 2011-09-01",56.92,4.21,18,"1994-09-01 2011-09-01",8.56,1.33,18,"1994-09-01 2011-09-01",4.45,1.61,18,"1994-09-01 2011-09-01",103.19,46.41,17,"1995-09-01 2011-09-01",103.19,46.41,17,"1995-09-01 2011-09-01",0,0,17,"1995-09-01 2011-09-01",0,0,17,"1995-09-01 2011-09-01",,,,
2013-08-01,87.81,3.83,18,"1994-08-01 2011-08-01",23.1,1.31,18,"1994-08-01 2011-08-01",17.76,1.38,18,"1994-08-01 2011-08-01",52.18,3.37,18,"1994-08-01 2011-08-01",12.42,1.36,18,"1994-08-01 2011-08-01",3.82,1.12,18,"1994-08-01 2011-08-01",101.49,35.47,17,"1995-08-01 2011-08-01",101.49,35.47,17,"1995-08-01 2011-08-01",0,0,17,"1995-08-01 2011-08-01",0,0,17,"1995-08-01 2011-08-01",,,,
2013-07-01,85.51,4.43,18,"1994-07-01 2011-07-01",24.13,1.52,18,"1994-07-01 2011-07-01",18.72,1.72,18,"1994-07-01 2011-07-01",51.17,3.32,18,"1994-07-01 2011-07-01",13.44,1.35,18,"1994-07-01 2011-07-01",4.26,1.58,18,"1994-07-01 2011-07-01",84.08,43.97,17,"1995-07-01 2011-07-01",84.08,43.97,17,"1995-07-01 2011-07-01",0,0,17,"1995-07-01 2011-07-01",0,0,17,"1995-07-01 2011-07-01",,,,
2013-06-01,82.61,4.19,18,"1994-06-01 2011-06-01",22.26,1.51,18,"1994-06-01 2011-06-01",18.81,1.58,18,"1994-06-01 2011-06-01",49.48,5.17,18,"1994-06-01 2011-06-01",11.22,1.68,18,"1994-06-01 2011-06-01",4.86,1.37,18,"1994-06-01 2011-06-01",84.53,26.53,16,"1996-06-01 2011-06-01",84.53,26.53,16,"1996-06-01 2011-06-01",0,0,16,"1996-06-01 2011-06-01",0,0.01,16,"1996-06-01 2011-06-01",,,,
2013-05-01,77.84,4.91,18,"1994-05-01 2011-05-01",16.66,2.46,18,"1994-05-01 2011-05-01",20.76,1.79,18,"1994-05-01 2011-05-01",42.68,4.46,18,"1994-05-01 2011-05-01",5.75,1.97,18,"1994-05-01 2011-05-01",6.59,1.66,18,"1994-05-01 2011-05-01",81.41,34.85,16,"1996-05-01 2011-05-01",80.72,34.4,16,"1996-05-01 2011-05-01",0.53,1.71,16,"1996-05-01 2011-05-01",0,0.04,16,"1996-05-01 2011-05-01",,,,
2013-04-01,82.87,7.31,19,"1994-04-01 2012-04-01",9.18,2.39,19,"1994-04-01 2012-04-01",19.61,1.94,19,"1994-04-01 2012-04-01",43.79,7.78,19,"1994-04-01 2012-04-01",-0.82,1.46,19,"1994-04-01 2012-04-01",6.62,1.02,19,"1994-04-01 2012-04-01",70.91,43.9,17,"1996-04-01 2012-04-01",61.43,39.96,17,"1996-04-01 2012-04-01",9.17,9.9,17,"1996-04-01 2012-04-01",2.5,3.81,15,"1996-04-01 2011-04-01",,,,
2013-03-01,88.14,4.57,19,"1994-03-01 2012-03-01",1.93,2.71,19,"1994-03-01 2012-03-01",18.72,1.21,19,"1994-03-01 2012-03-01",58.38,7.23,19,"1994-03-01 2012-03-01",-8.49,2.78,19,"1994-03-01 2012-03-01",5.48,1.51,19,"1994-03-01 2012-03-01",58.68,34.35,17,"1996-03-01 2012-03-01",27.76,22.29,17,"1996-03-01 2012-03-01",33.49,22.79,17,"1996-03-01 2012-03-01",32.1,19.45,15,"1996-03-01 2012-03-01",,,,
2013-02-01,90.29,3.05,19,"1994-02-01 2012-02-01",-4.07,2.58,19,"1994-02-01 2012-02-01",19.02,2.7,19,"1994-02-01 2012-02-01",68.52,6.22,19,"1994-02-01 2012-02-01",-13.94,2.65,19,"1994-02-01 2012-02-01",5.7,1.12,19,"1994-02-01 2012-02-01",44.88,26.16,17,"1996-02-01 2012-02-01",8.78,9.57,17,"1996-02-01 2012-02-01",44.25,27.39,17,"1996-02-01 2012-02-01",41.5,15.04,15,"1996-02-01 2012-02-01",,,,
2013-01-01,90.44,2.95,18,"1995-01-01 2012-01-01",-6.04,2.6,18,"1995-01-01 2012-01-01",17.41,2.03,18,"1995-01-01 2012-01-01",73.06,4.26,18,"1995-01-01 2012-01-01",-15.25,3.6,18,"1995-01-01 2012-01-01",5.06,1.72,18,"1995-01-01 2012-01-01",68.08,29.96,17,"1996-01-01 2012-01-01",17.36,22.74,17,"1996-01-01 2012-01-01",66.02,22.95,17,"1996-01-01 2012-01-01",30.6,14.86,15,"1996-01-01 2012-01-01",,,,
2012-12-01,92.39,2.02,18,"1994-12-01 2011-12-01",-2.77,2.39,18,"1994-12-01 2011-12-01",17.35,2.79,18,"1994-12-01 2011-12-01",74.07,3.88,18,"1994-12-01 2011-12-01",-10.49,3.13,18,"1994-12-01 2011-12-01",5.27,1.92,18,"1994-12-01 2011-12-01",88.76,37.64,17,"1995-12-01 2011-12-01",28.71,25.04,17,"1995-12-01 2011-12-01",68.94,38.99,17,"1995-12-01 2011-12-01",16.6,13.29,17,"1995-12-01 2011-12-01",,,,
2012-11-01,92.62,1.83,18,"1994-11-01 2011-11-01",3.76,1.95,18,"1994-11-01 2011-11-01",18.15,3.21,18,"1994-11-01 2011-11-01",68.71,4.05,18,"1994-11-01 2011-11-01",-3.15,2.25,18,"1994-11-01 2011-11-01",5.67,1.88,18,"1994-11-01 2011-11-01",95.87,34.73,17,"1995-11-01 2011-11-01",70.72,37.56,17,"1995-11-01 2011-11-01",22.4,18.15,17,"1995-11-01 2011-11-01",2.4,2.98,15,"1995-11-01 2010-11-01",,,,
2012-10-01,90.76,2.2,18,"1994-10-01 2011-10-01",10.92,1.46,18,"1994-10-01 2011-10-01",18.34,2.72,18,"1994-10-01 2011-10-01",58.87,4.77,18,"1994-10-01 2011-10-01",2.32,1.46,18,"1994-10-01 2011-10-01",5.39,1.68,18,"1994-10-01 2011-10-01",110.91,40.38,17,"1995-10-01 2011-10-01",107.72,41.01,17,"1995-10-01 2011-10-01",2.38,4.95,17,"1995-10-01 2011-10-01",0,0.08,17,"1995-10-01 2011-10-01",,,,
2012-09-01,90.81,2.82,18,"1994-09-01 2011-09-01",18.6,1.55,18,"1994-09-01 2011-09-01",17.76,2.47,18,"1994-09-01 2011-09-01",56.92,4.21,18,"1994-09-01 2011-09-01",8.56,1.33,18,"1994-09-01 2011-09-01",4.45,1.61,18,"1994-09-01 2011-09-01",103.19,46.41,17,"1995-09-01 2011-09-01",103.19,46.41,17,"1995-09-01 2011-09-01",0,0,17,"1995-09-01 2011-09-01",0,0,17,"1995-09-01 2011-09-01",,,,
2012-08-01,87.81,3.83,18,"1994-08-01 2011-08-01",23.1,1.31,18,"1994-08-01 2011-08-01",17.76,1.38,18,"1994-08-01 2011-08-01",52.18,3.37,18,"1994-08-01 2011-08-01",12.42,1.36,18,"1994-08-01 2011-08-01",3.82,1.12,18,"1994-08-01 2011-08-01",101.49,35.47,17,"1995-08-01 2011-08-01",101.49,35.47,17,"1995-08-01 2011-08-01",0,0,17,"1995-08-01 2011-08-01",0,0,17,"1995-08-01 2011-08-01",,,,
2012-07-01,85.51,4.43,18,"1994-07-01 2011-07-01",24.13,1.52,18,"1994-07-01 2011-07-01",18.72,1.72,18,"1994-07-01 2011-07-01",51.17,3.32,18,"1994-07-01 2011-07-01",13.44,1.35,18,"1994-07-01 2011-07-01",4.26,1.58,18,"1994-07-01 2011-07-01",84.08,43.97,17,"1995-07-01 2011-07-01",84.08,43.97,17,"1995-07-01 2011-07-01",0,0,17,"1995-07-01 2011-07-01",0,0,17,"1995-07-01 2011-07-01",,,,
2012-06-01,82.61,4.19,18,"1994-06-01 2011-06-01",22.26,1.51,18,"1994-06-01 2011-06-01",18.81,1.58,18,"1994-06-01 2011-06-01",49.48,5.17,18,"1994-06-01 2011-06-01",11.22,1.68,18,"1994-06-01 2011-06-01",4.86,1.37,18,"1994-06-01 2011-06-01",84.53,26.53,16,"1996-06-01 2011-06-01",84.53,26.53,16,"1996-06-01 2011-06-01",0,0,16,"1996-06-01 2011-06-01",0,0.01,16,"1996-06-01 2011-06-01",,,,
2012-05-01,77.84,4.91,18,"1994-05-01 2011-05-01",16.66,2.46,18,"1994-05-01 2011-05-01",20.76,1.79,18,"1994-05-01 2011-05-01",42.68,4.46,18,"1994-05-01 2011-05-01",5.75,1.97,18,"1994-05-01 2011-05-01",6.59,1.66,18,"1994-05-01 2011-05-01",81.41,34.85,16,"1996-05-01 2011-05-01",80.72,34.4,16,"1996-05-01 2011-05-01",0.53,1.71,16,"1996-05-01 2011-05-01",0,0.04,16,"1996-05-01 2011-05-01",,,,
2012-04-01,82.08,6.68,18,"1994-04-01 2011-04-01",9.26,2.43,18,"1994-04-01 2011-04-01",19.87,1.65,18,"1994-04-01 2011-04-01",44.77,6.73,18,"1994-04-01 2011-04-01",-0.81,1.5,18,"1994-04-01 2011-04-01",6.6,1.04,18,"1994-04-01 2011-04-01",75.34,41.39,16,"1996-04-01 2011-04-01",65.27,38.02,16,"1996-04-01 2011-04-01",9.74,9.93,16,"1996-04-01 2011-04-01",2.5,3.81,15,"1996-04-01 2011-04-01",,,,
2012-03-01,87.74,4.38,18,"1994-03-01 2011-03-01",1.59,2.37,18,"1994-03-01 2011-03-01",18.79,1.21,18,"1994-03-01 2011-03-01",58.23,7.4,18,"1994-03-01 2011-03-01",-8.78,2.55,18,"1994-03-01 2011-03-01",5.72,1.13,18,"1994-03-01 2011-03-01",58.57,35.41,16,"1996-03-01 2011-03-01",27.95,22.96,16,"1996-03-01 2011-03-01",33.85,23.45,16,"1996-03-01 2011-03-01",33.1,19.76,14,"1996-03-01 2011-03-01",,,,
2012-02-01,90.05,2.94,18,"1994-02-01 2011-02-01",-4.23,2.56,18,"1994-02-01 2011-02-01",19.02,2.77,18,"1994-02-01 2011-02-01",68.25,6.27,18,"1994-02-01 2011-02-01",-14.13,2.58,18,"1994-02-01 2011-02-01",5.84,0.97,18,"1994-02-01 2011-02-01",46.29,26.33,16,"1996-02-01 2011-02-01",9.18,9.72,16,"1996-02-01 2011-02-01",45.39,27.84,16,"1996-02-01 2011-02-01",42.8,14.7,14,"1996-02-01 2011-02-01",,,,
2012-01-01,90.21,2.88,17,"1995-01-01 2011-01-01",-6.22,2.57,17,"1995-01-01 2011-01-01",17.37,2.08,17,"1995-01-01 2011-01-01",72.66,4.05,17,"1995-01-01 2011-01-01",-15.42,3.63,17,"1995-01-01 2011-01-01",5.19,1.67,17,"1995-01-01 2011-01-01",66.07,29.75,16,"1996-01-01 2011-01-01",15.18,21.65,16,"1996-01-01 2011-01-01",66.69,23.5,16,"1996-01-01 2011-01-01",31.8,14.76,14,"1996-01-01 2011-01-01",,,,
2011-12-01,92.34,2.07,17,"1994-12-01 2010-12-01",-2.85,2.43,17,"1994-12-01 2010-12-01",17.41,2.86,17,"1994-12-01 2010-12-01",74.12,3.99,17,"1994-12-01 2010-12-01",-10.55,3.21,17,"1994-12-01 2010-12-01",5.52,1.67,17,"1994-12-01 2010-12-01",90.09,38.41,16,"1995-12-01 2010-12-01",28.39,25.78,16,"1995-12-01 2010-12-01",71.66,38.6,16,"1995-12-01 2010-12-01",17.4,13.34,16,"1995-12-01 2010-12-01",,,,
2011-11-01,92.46,1.76,17,"1994-11-01 2010-11-01",3.62,1.93,17,"1994-11-01 2010-11-01",18.3,3.24,17,"1994-11-01 2010-11-01",68.73,4.16,17,"1994-11-01 2010-11-01",-3.26,2.27,17,"1994-11-01 2010-11-01",5.82,1.83,17,"1994-11-01 2010-11-01",95.84,35.8,16,"1995-11-01 2010-11-01",70.58,38.71,16,"1995-11-01 2010-11-01",23.69,17.94,16,"1995-11-01 2010-11-01",2.4,2.98,15,"1995-11-01 2010-11-01",,,,
2011-10-01,90.73,2.26,17,"1994-10-01 2010-10-01",10.89,1.49,17,"1994-10-01 2010-10-01",18.3,2.79,17,"1994-10-01 2010-10-01",58.75,4.88,17,"1994-10-01 2010-10-01",2.33,1.51,17,"1994-10-01 2010-10-01",5.53,1.63,17,"1994-10-01 2010-10-01",110.53,41.6,16,"1995-10-01 2010-10-01",107.14,42.2,16,"1995-10-01 2010-10-01",2.52,5.06,16,"1995-10-01 2010-10-01",0,0.09,16,"1995-10-01 2010-10-01",,,,
2011-09-01,90.53,2.64,17,"1994-09-01 2010-09-01",18.57,1.59,17,"1994-09-01 2010-09-01",17.74,2.54,17,"1994-09-01 2010-09-01",56.87,4.33,17,"1994-09-01 2010-09-01",8.58,1.37,17,"1994-09-01 2010-09-01",4.54,1.61,17,"1994-09-01 2010-09-01",101.98,47.58,16,"1995-09-01 2010-09-01",101.98,47.58,16,"1995-09-01 2010-09-01",0,0,16,"1995-09-01 2010-09-01",0,0,16,"1995-09-01 2010-09-01",,,,
2011-08-01,87.38,3.49,17,"1994-08-01 2010-08-01",23.03,1.31,17,"1994-08-01 2010-08-01",17.73,1.41,17,"1994-08-01 2010-08-01",52.37,3.37,17,"1994-08-01 2010-08-01",12.33,1.34,17,"1994-08-01 2010-08-01",3.99,0.88,17,"1994-08-01 2010-08-01",101.73,36.54,16,"1995-08-01 2010-08-01",101.73,36.54,16,"1995-08-01 2010-08-01",0,0,16,"1995-08-01 2010-08-01",0,0,16,"1995-08-01 2010-08-01",,,,
2011-07-01,85.33,4.49,17,"1994-07-01 2010-07-01",23.97,1.43,17,"1994-07-01 2010-07-01",18.81,1.73,17,"1994-07-01 2010-07-01",51.32,3.35,17,"1994-07-01 2010-07-01",13.28,1.19,17,"1994-07-01 2010-07-01",4.47,1.36,17,"1994-07-01 2010-07-01",86.36,44.34,16,"1995-07-01 2010-07-01",86.36,44.34,16,"1995-07-01 2010-07-01",0,0,16,"1995-07-01 2010-07-01",0,0,16,"1995-07-01 2010-07-01",,,,
2011-06-01,82.59,4.31,17,"1994-06-01 2010-06-01",22.29,1.55,17,"1994-06-01 2010-06-01",18.67,1.51,17,"1994-06-01 2010-06-01",49.46,5.32,17,"1994-06-01 2010-06-01",11.18,1.72,17,"1994-06-01 2010-06-01",4.92,1.38,17,"1994-06-01 2010-06-01",84.93,27.35,15,"1996-06-01 2010-06-01",84.93,27.35,15,"1996-06-01 2010-06-01",0,0,15,"1996-06-01 2010-06-01",0,0,15,"1996-06-01 2010-06-01",,,,
2011-05-01,77.94,5.04,17,"1994-05-01 2010-05-01",16.59,2.52,17,"1994-05-01 2010-05-01",20.91,1.73,17,"1994-05-01 2010-05-01",42.79,4.57,17,"1994-05-01 2010-05-01",5.62,1.96,17,"1994-05-01 2010-05-01",6.76,1.55,17,"1994-05-01 2010-05-01",81.57,35.99,15,"1996-05-01 2010-05-01",80.83,35.52,15,"1996-05-01 2010-05-01",0.57,1.76,15,"1996-05-01 2010-05-01",0,0.04,15,"1996-05-01 2010-05-01",,,,
2011-04-01,81.65,6.63,17,"1994-04-01 2010-04-01",9.4,2.43,17,"1994-04-01 2010-04-01",19.69,1.52,17,"1994-04-01 2010-04-01",44.86,6.92,17,"1994-04-01 2010-04-01",-0.79,1.54,17,"1994-04-01 2010-04-01",6.69,1,17,"1994-04-01 2010-04-01",68.05,31.23,15,"1996-04-01 2010-04-01",58.46,28.29,15,"1996-04-01 2010-04-01",9.19,10.02,15,"1996-04-01 2010-04-01",2.7,3.89,14,"1996-04-01 2010-04-01",,,,
2011-03-01,87.62,4.47,17,"1994-03-01 2010-03-01",1.66,2.42,17,"1994-03-01 2010-03-01",18.66,1.13,17,"1994-03-01 2010-03-01",58.49,7.54,17,"1994-03-01 2010-03-01",-8.7,2.6,17,"1994-03-01 2010-03-01",5.8,1.12,17,"1994-03-01 2010-03-01",59.64,36.32,15,"1996-03-01 2010-03-01",29.24,23.14,15,"1996-03-01 2010-03-01",33.72,24.21,15,"1996-03-01 2010-03-01",34.8,19.48,13,"1996-03-01 2010-03-01",,,,
2011-02-01,90.01,3.02,17,"1994-02-01 2010-02-01",-4.22,2.64,17,"1994-02-01 2010-02-01",18.61,2.29,17,"1994-02-01 2010-02-01",68.51,6.36,17,"1994-02-01 2010-02-01",-14.11,2.66,17,"1994-02-01 2010-02-01",5.89,0.97,17,"1994-02-01 2010-02-01",47.52,26.75,15,"1996-02-01 2010-02-01",9.01,10.02,15,"1996-02-01 2010-02-01",47.25,27.78,15,"1996-02-01 2010-02-01",44.3,14.21,13,"1996-02-01 2010-02-01",,,,
2011-01-01,90.28,2.95,16,"1995-01-01 2010-01-01",-6.09,2.59,16,"1995-01-01 2010-01-01",17.52,2.05,16,"1995-01-01 2010-01-01",72.82,4.12,16,"1995-01-01 2010-01-01",-15.23,3.66,16,"1995-01-01 2010-01-01",5.38,1.55,16,"1995-01-01 2010-01-01",66.97,30.51,15,"1996-01-01 2010-01-01",15.99,22.13,15,"1996-01-01 2010-01-01",66.05,24.13,15,"1996-01-01 2010-01-01",32.5,15.07,13,"1996-01-01 2010-01-01",,,,
2010-12-01,92.38,2.13,16,"1994-12-01 2009-12-01",-2.72,2.45,16,"1994-12-01 2009-12-01",17.06,2.59,16,"1994-12-01 2009-12-01",74.25,4.08,16,"1994-12-01 2009-12-01",-10.45,3.28,16,"1994-12-01 2009-12-01",5.32,1.51,16,"1994-12-01 2009-12-01",93.57,37.16,15,"1995-12-01 2009-12-01",29.23,26.41,15,"1995-12-01 2009-12-01",74.62,38.06,15,"1995-12-01 2009-12-01",18.1,13.41,15,"1995-12-01 2009-12-01",,,,
2010-11-01,92.32,1.72,16,"1994-11-01 2009-11-01",3.56,1.97,16,"1994-11-01 2009-11-01",17.88,2.85,16,"1994-11-01 2009-11-01",69.05,4.09,16,"1994-11-01 2009-11-01",-3.21,2.33,16,"1994-11-01 2009-11-01",5.66,1.78,16,"1994-11-01 2009-11-01",95.99,36.97,15,"1995-11-01 2009-11-01",69.98,39.91,15,"1995-11-01 2009-11-01",24.61,18.15,15,"1995-11-01 2009-11-01",2.5,3.02,14,"1995-11-01 2009-11-01",,,,
2010-10-01,90.69,2.32,16,"1994-10-01 2009-10-01",10.85,1.53,16,"1994-10-01 2009-10-01",17.81,2.03,16,"1994-10-01 2009-10-01",59.31,4.48,16,"1994-10-01 2009-10-01",2.4,1.52,16,"1994-10-01 2009-10-01",5.32,1.43,16,"1994-10-01 2009-10-01",112.92,41.88,15,"1995-10-01 2009-10-01",109.31,42.72,15,"1995-10-01 2009-10-01",2.69,5.19,15,"1995-10-01 2009-10-01",0,0.09,15,"1995-10-01 2009-10-01",,,,
2010-09-01,90.25,2.45,16,"1994-09-01 2009-09-01",18.71,1.52,16,"1994-09-01 2009-09-01",17.25,1.68,16,"1994-09-01 2009-09-01",56.57,4.28,16,"1994-09-01 2009-09-01",8.61,1.4,16,"1994-09-01 2009-09-01",4.28,1.25,16,"1994-09-01 2009-09-01",95.81,42.48,15,"1995-09-01 2009-09-01",95.81,42.48,15,"1995-09-01 2009-09-01",0,0,15,"1995-09-01 2009-09-01",0,0,15,"1995-09-01 2009-09-01",,,,
2010-08-01,86.94,3.13,16,"1994-08-01 2009-08-01",23.01,1.35,16,"1994-08-01 2009-08-01",17.57,1.29,16,"1994-08-01 2009-08-01",52.31,3.47,16,"1994-08-01 2009-08-01",12.2,1.28,16,"1994-08-01 2009-08-01",3.99,0.91,16,"1994-08-01 2009-08-01",98.57,35.56,15,"1995-08-01 2009-08-01",98.57,35.56,15,"1995-08-01 2009-08-01",0,0,15,"1995-08-01 2009-08-01",0,0,15,"1995-08-01 2009-08-01",,,,
2010-07-01,84.8,4.08,16,"1994-07-01 2009-07-01",23.89,1.43,16,"1994-07-01 2009-07-01",18.75,1.76,16,"1994-07-01 2009-07-01",51.3,3.45,16,"1994-07-01 2009-07-01",13.17,1.15,16,"1994-07-01 2009-07-01",4.57,1.33,16,"1994-07-01 2009-07-01",89.31,44.25,15,"1995-07-01 2009-07-01",89.31,44.25,15,"1995-07-01 2009-07-01",0,0,15,"1995-07-01 2009-07-01",0,0,15,"1995-07-01 2009-07-01",,,,
2010-06-01,82.08,3.91,16,"1994-06-01 2009-06-01",22.41,1.52,16,"1994-06-01 2009-06-01",18.5,1.41,16,"1994-06-01 2009-06-01",49.08,5.25,16,"1994-06-01 2009-06-01",11.17,1.78,16,"1994-06-01 2009-06-01",4.89,1.42,16,"1994-06-01 2009-06-01",81.14,24.21,14,"1996-06-01 2009-06-01",81.14,24.21,14,"1996-06-01 2009-06-01",0,0,14,"1996-06-01 2009-06-01",0,0,14,"1996-06-01 2009-06-01",,,,
2010-05-01,77.76,5.14,16,"1994-05-01 2009-05-01",16.33,2.37,16,"1994-05-01 2009-05-01",20.76,1.69,16,"1994-05-01 2009-05-01",43.32,4.16,16,"1994-05-01 2009-05-01",5.42,1.84,16,"1994-05-01 2009-05-01",6.84,1.57,16,"1994-05-01 2009-05-01",84.9,34.96,14,"1996-05-01 2009-05-01",84.39,34.09,14,"1996-05-01 2009-05-01",0.61,1.81,14,"1996-05-01 2009-05-01",0,0.04,14,"1996-05-01 2009-05-01",,,,
2010-04-01,81.55,6.82,16,"1994-04-01 2009-04-01",9.18,2.33,16,"1994-04-01 2009-04-01",19.56,1.47,16,"1994-04-01 2009-04-01",45.38,6.8,16,"1994-04-01 2009-04-01",-0.92,1.5,16,"1994-04-01 2009-04-01",6.77,0.98,16,"1994-04-01 2009-04-01",68.16,32.33,14,"1996-04-01 2009-04-01",58.64,29.28,14,"1996-04-01 2009-04-01",9.11,10.36,14,"1996-04-01 2009-04-01",2.8,3.98,13,"1996-04-01 2009-04-01",,,,
2010-03-01,88.31,3.62,16,"1994-03-01 2009-03-01",1.24,1.76,16,"1994-03-01 2009-03-01",18.71,1.14,16,"1994-03-01 2009-03-01",59.67,6.05,16,"1994-03-01 2009-03-01",-9.05,2.25,16,"1994-03-01 2009-03-01",5.75,1.14,16,"1994-03-01 2009-03-01",63.89,33.8,14,"1996-03-01 2009-03-01",31.31,22.57,14,"1996-03-01 2009-03-01",36.13,23.26,14,"1996-03-01 2009-03-01",37.3,18.04,12,"1996-03-01 2009-03-01",,,,
2010-02-01,90.28,2.91,16,"1994-02-01 2009-02-01",-4.33,2.67,16,"1994-02-01 2009-02-01",18.67,2.34,16,"1994-02-01 2009-02-01",68.91,6.34,16,"1994-02-01 2009-02-01",-14.27,2.66,16,"1994-02-01 2009-02-01",5.75,0.79,16,"1994-02-01 2009-02-01",50.48,25.21,14,"1996-02-01 2009-02-01",9.65,10.07,14,"1996-02-01 2009-02-01",50.19,26.41,14,"1996-02-01 2009-02-01",46.2,13.05,12,"1996-02-01 2009-02-01",,,,
2010-01-01,90.33,3.05,15,"1995-01-01 2009-01-01",-6.15,2.66,15,"1995-01-01 2009-01-01",17.41,2.07,15,"1995-01-01 2009-01-01",72.84,4.25,15,"1995-01-01 2009-01-01",-15.38,3.74,15,"1995-01-01 2009-01-01",5.15,1.33,15,"1995-01-01 2009-01-01",69.71,29.76,14,"1996-01-01 2009-01-01",15.57,22.84,14,"1996-01-01 2009-01-01",70.2,19.14,14,"1996-01-01 2009-01-01",32.9,15.62,12,"1996-01-01 2009-01-01",,,,
2009-12-01,92.39,2.2,15,"1994-12-01 2008-12-01",-2.63,2.51,15,"1994-12-01 2008-12-01",17.28,2.54,15,"1994-12-01 2008-12-01",74.12,4.18,15,"1994-12-01 2008-12-01",-10.38,3.38,15,"1994-12-01 2008-12-01",5.43,1.5,15,"1994-12-01 2008-12-01",93.07,38.42,14,"1995-12-01 2008-12-01",29.77,27.25,14,"1995-12-01 2008-12-01",72.98,38.88,14,"1995-12-01 2008-12-01",17.9,13.86,14,"1995-12-01 2008-12-01",,,,
2009-11-01,92.28,1.77,15,"1994-11-01 2008-11-01",3.33,1.83,15,"1994-11-01 2008-11-01",18.33,2.34,15,"1994-11-01 2008-11-01",69.22,4.17,15,"1994-11-01 2008-11-01",-3.45,2.19,15,"1994-11-01 2008-11-01",5.95,1.42,15,"1994-11-01 2008-11-01",98.66,36.84,14,"1995-11-01 2008-11-01",71.86,40.66,14,"1995-11-01 2008-11-01",25.44,18.51,14,"1995-11-01 2008-11-01",2.7,3.05,13,"1995-11-01 2008-11-01",,,,
2009-10-01,90.66,2.39,15,"1994-10-01 2008-10-01",11.03,1.41,15,"1994-10-01 2008-10-01",17.82,2.1,15,"1994-10-01 2008-10-01",59,4.46,15,"1994-10-01 2008-10-01",2.39,1.57,15,"1994-10-01 2008-10-01",5.3,1.48,15,"1994-10-01 2008-10-01",107.94,38.83,14,"1995-10-01 2008-10-01",104.21,39.55,14,"1995-10-01 2008-10-01",2.77,5.36,14,"1995-10-01 2008-10-01",0,0.09,14,"1995-10-01 2008-10-01",,,,
